식품명,조리상태,에너지(kcal),탄수화물(g),단백질(g),지방(g),당류(g)
콩나물,생것,36,3.8,4.64,1.36,0.35
콩나물,삶은것,33,2.55,4.52,1.51,0.62
콩나물,말린것,406,32.5,45.7,10.8,0.0
콩나물,가루,409,31.7,45.4,11.6,0.0
콩잎,생것,94,21.0,6.6,0.3,0.0
토란대,생것,16,4.25,0.28,0.05,1.52
토란대,데친것,20,5.3,0.4,0.0,0.0
토란대,말린것,261,65.5,7.4,1.1,0.0
토마토,생것,19,4.26,1.03,0.18,2.37
토마토,데친것,17,4.06,0.7,0.14,2.08
토마토 음료,-,41,10.92,0.4,0.02,8.4
토마토,페이스트,98,19.68,4.22,0.24,11.78
토스카노,생것,40,6.7,4.7,0.6,0.0
파,생것,29,6.7,1.2,0.2,0.0
파드득나물,생것,25,5.5,1.8,0.1,0.0
파슬리,생것,36,6.8,3.2,0.5,0.0
파프리카,생것,24,5.95,0.77,0.12,2.79
파프리카,데친것,25,6.21,0.79,0.13,2.76
미니파프리카,생것,41,8.32,1.01,1.09,8.8
피망,생것,28,6.94,1.17,0.09,3.02
피망,데친것,33,8.18,1.24,0.11,3.13
할라페뇨,통조림,27,4.74,0.92,0.94,2.14
해바라기,생것,9,0.9,2.2,0.1,0.0
호박,생것,38,3.6,4.5,1.7,0.0
호박,데친것,32,6.14,3.09,0.34,0.33
호박,찐것,49,9.19,4.84,0.49,0.7
호박,삶은것,24,5.23,0.6,0.13,2.55
호박,말린것,333,72.33,7.6,2.42,37.86
호박즙,-,21,4.73,0.64,0.0,3.53
화살나무,생것,96,21.59,4.77,0.84,3.32
화살나무,데친것,78,17.03,4.03,0.94,2.07
검은비늘버섯,생것,13,4.5,1.8,0.1,0.0
검은비늘버섯,말린것,177,62.1,20.1,2.7,0.0
꽃송이버섯,생것,19,7.35,1.11,0.39,0.89
꽃송이버섯,데친것,22,8.99,0.87,0.49,0.3
꽃송이버섯,말린것,182,66.49,15.18,4.14,0.45
나도팽나무버섯,생것,16,5.7,2.4,0.0,0.0
나도팽나무버섯,말린것,182,66.1,23.6,0.5,0.0
노루궁뎅이버섯,생것,13,2.89,2.57,0.41,0.54
노루궁뎅이버섯,데친것,18,4.68,3.28,0.4,0.12
노루궁뎅이버섯,말린것,179,57.8,24.5,3.2,0.0
느타리버섯,생것,15,4.7,2.6,0.14,0.74
느타리버섯,데친것,21,6.51,3.26,0.23,0.01
느타리버섯,말린것,189,60.72,25.1,3.9,0.0
능이버섯,생것,17,5.9,2.2,0.1,0.0
동충하초,생것,27,7.07,5.56,0.38,0.33
동충하초,말린것,133,0.0,60.9,2.4,0.0
만가닥버섯,생것,19,6.34,2.5,0.34,0.37
만가닥버섯,데친것,19,6.07,2.73,0.35,0.11
목이버섯,생것,13,5.22,0.79,0.19,0.12
목이버섯,데친것,13,4.84,1.15,0.23,0.0
목이버섯,말린것,169,69.66,11.88,1.26,1.57
밤버섯,생것,17,3.5,2.9,0.9,0.0
버들송이버섯,생것,20,5.5,4.2,0.1,0.0
버들송이버섯,말린것,191,61.6,23.3,4.7,0.0
뽕나무버섯,말린것,195,54.4,27.7,6.9,0.0
상황버섯,말린것,179,84.58,4.4,0.27,0.0
상황버섯,추출,3,0.56,0.07,0.01,0.12
석이버섯,말린것,165,68.47,11.75,0.96,0.33
송이버섯,생것,21,8.12,2.05,0.15,0.31
송이버섯,데친것,22,8.51,2.15,0.24,1.22
싸리버섯,생것,20,5.7,2.8,0.6,0.0
싸리버섯,말린것,179,58.9,19.9,4.8,0.0
아위버섯,생것,26,8.56,3.53,0.4,0.59
아위버섯,데친것,27,8.69,3.62,0.43,0.01
애느타리버섯,생것,16,3.5,4.2,0.1,0.0
양송이버섯,생것,15,3.89,3.12,0.23,0.77
양송이버섯,데친것,15,3.63,3.15,0.26,0.89
양송이버섯,말린것,166,34.09,40.82,3.52,0.52
양송이버섯,가루,176,46.49,33.39,3.57,1.93
양송이버섯,통조림,17,3.87,3.75,0.41,0.0
영지버섯,말린것,187,81.03,9.41,1.4,0.0
영지버섯,추출,0,0.03,0.07,0.01,0.0
잎새버섯,생것,13,3.29,2.2,0.5,0.14
잎새버섯,데친것,16,4.46,2.26,0.57,0.0
큰느타리버섯,생것,20,6.54,2.92,0.23,0.25
큰느타리버섯,데친것,21,6.48,3.14,0.33,0.03
큰느타리버섯,말린것,179,59.81,25.05,2.07,4.88
큰느타리버섯,가루,184,61.4,25.09,2.51,0.0
팽이버섯,생것,21,7.0,2.41,0.51,0.54
팽이버섯,데친것,20,6.43,2.6,0.39,0.06
포타벨라,생것,16,4.6,3.3,0.1,0.0
표고버섯,생것,31,10.84,3.9,0.38,0.36
표고버섯,데친것,25,8.63,3.0,0.34,0.51
표고버섯,말린것,178,61.81,22.42,2.14,2.27
표고버섯,삶은것,29,10.55,3.2,0.36,0.55
표고버섯,가루,186,68.25,18.84,2.54,4.61
풀버섯,생것,15,4.6,2.7,0.1,0.0
감,생것,59,16.9,0.5,0.1,13.6
감,잼,225,55.7,0.3,0.1,0.0
감,말린것,223,60.45,1.59,0.05,24.25
감,냉동,66,18.36,0.0,0.04,10.35
감 주스,-,41,11.0,0.1,0.1,0.0
구아바 주스,과즙 음료,50,12.3,0.1,0.1,0.0
귤,생것,48,12.39,0.59,0.12,10.44
귤 주스,천연과즙,39,10.4,0.2,0.1,0.0
귤,잼,309,76.2,1.0,0.0,0.0
귤,통조림,63,15.3,0.5,0.1,0.0
금귤,생것,73,18.77,1.19,0.13,11.77
다래,생것,67,16.2,1.6,0.4,0.0
대추,생것,105,27.56,1.45,0.1,24.34
대추,말린것,276,72.57,3.73,0.25,59.09
두리안,생것,140,27.1,2.3,3.3,0.0
딸기,생것,36,8.9,0.8,0.2,0.0
딸기,말린것,329,82.8,0.5,0.2,0.0
딸기,잼,285,70.45,0.51,0.09,52.33
라임,생것,30,10.54,0.7,0.2,1.69
라임 주스,천연과즙,25,8.42,0.42,0.07,1.69
라임 주스,캔,21,6.69,0.25,0.23,1.37
라즈베리,생것,52,11.94,1.2,0.65,4.42
라즈베리,냉동,56,12.55,1.15,0.81,6.54
람부탄,통조림,82,20.87,0.65,0.21,0.0
레몬,생것,36,9.27,0.71,0.08,1.87
레몬 과즙,-,24,8.6,0.4,0.2,1.5
롱안,생것,60,15.14,1.31,0.1,0.0
롱안,말린것,286,74.0,4.9,0.4,0.0
리치,냉동,56,14.47,0.85,0.08,12.21
마가목 열매,생것,115,25.5,1.3,0.8,0.0
망고,생것,61,15.97,0.72,0.1,13.66
망고 음료,-,28,7.71,0.04,0.01,6.26
망고스틴,생것,71,17.5,0.6,0.2,0.0
매실,생것,41,7.8,1.1,1.1,0.0
매실청,-,213,52.72,0.23,0.18,44.06
매실 절임,고형물,216,51.08,1.86,0.52,33.85
머루,껍질과 씨 포함,79,18.32,1.51,0.94,7.39
머루,생것,76,18.96,0.34,0.75,16.86
머루 주스,-,81,21.8,0.3,0.2,0.0
멜론,생것,21,5.1,0.5,0.1,0.0
모과,생것,78,20.0,0.7,0.4,0.0
무화과,말린것,319,77.22,4.75,3.01,58.92
무화과,통조림,78,19.4,0.5,0.1,0.0
바나나,생것,77,20.0,1.11,0.2,14.4
바나나칩,튀긴것,517,69.32,2.07,25.67,16.1
배,생것,45,12.24,0.29,0.04,8.3
배,껍질 포함,48,12.8,0.4,0.1,0.0
배즙,-,52,13.0,0.3,0.5,0.0
배 음료,캔,42,11.76,0.0,0.0,10.15
백향과,씨 포함,100,22.58,1.68,1.55,8.58
백향과 주스,황색과육,60,14.45,0.67,0.18,14.25
백향과 주스,자색과육,51,13.6,0.39,0.05,13.4
버찌,생것,60,14.9,1.7,0.1,0.0
보리밥 열매,말린것,354,68.5,18.5,1.3,0.0
복분자,생것,88,17.96,1.52,2.2,8.06
복숭아,생것,48,10.0,1.8,0.7,0.0
복숭아,통조림,66,16.04,0.28,0.03,14.22
복숭아,고형물,68,16.51,0.38,0.05,14.77
복숭아,액즙,63,15.59,0.19,0.0,13.7
복숭아,당절임,311,75.0,2.6,0.1,0.0
복숭아,넥타,54,13.02,0.29,0.03,9.92
복숭아,잼,211,51.98,0.66,0.03,43.37
블랙베리,생것,43,8.69,0.67,1.13,5.76
블랙커런트,생것,63,15.38,1.4,0.41,0.0
블루베리,생것,48,12.57,0.55,0.09,9.96
블루베리,말린것,325,83.57,4.45,1.11,48.28
블루베리,냉동,41,10.07,0.81,0.26,6.64
블루베리,잼,283,70.22,0.21,0.11,44.44
블루베리,통조림,88,22.06,0.65,0.33,20.46
비파,생것,45,11.95,0.29,0.2,10.8
비파,통조림,80,19.8,0.3,0.1,0.0
사과,생것,57,14.11,0.2,0.66,10.93
사과,껍질 포함,49,13.36,0.3,0.03,8.17
사과,말린것,275,71.8,1.0,1.6,0.0
사과,넥타,53,11.7,1.0,0.2,0.0
사과,잼,267,66.2,0.2,0.1,0.0
사과,통조림,66,15.1,0.7,0.3,0.0
사과 음료,-,38,9.36,0.03,0.0,7.05
사과 주스,-,42,11.45,0.17,0.01,9.98
산딸기,생것,55,13.55,1.35,0.22,7.8
산수유,생것,112,23.83,0.87,2.82,10.33
산수유,말린것,292,76.6,3.6,0.5,0.0
살구,생것,30,7.12,1.2,0.05,7.39
살구,말린것,258,68.39,3.21,0.18,25.62
살구,통조림,48,12.34,0.63,0.04,10.74
살구,넥타,41,9.9,0.2,0.1,0.0
살구,잼,304,75.36,0.46,0.03,56.06
석류,생것,77,20.71,0.29,0.2,9.94
소귀나무 열매,생것,24,4.6,0.8,0.6,0.0
수박,생것,31,7.83,0.79,0.05,5.06
애플수박,생것,40,8.39,0.94,0.81,6.23
산자나무 열매,생것,70,9.7,1.0,3.8,0.0
아떼모야,생것,73,19.0,1.2,0.1,0.0
아로니아,생것,60,15.41,0.82,0.21,4.49
아로니아,냉동,68,17.45,1.08,0.23,4.44
아보카도,생것,160,8.53,2.0,14.66,0.66
아세로라,생것,36,9.0,0.7,0.1,0.0
아세로라 주스,과즙 음료,42,10.5,0.1,0.0,0.0
앵두,생것,61,15.2,1.1,0.3,0.0
엘더베리,생것,73,18.4,0.66,0.5,0.0
오디,생것,56,14.0,0.8,0.4,0.0
오렌지,생것,47,11.81,0.92,0.16,9.21
오렌지 마멀레이드,-,246,66.3,0.3,0.0,60.0
오렌지 주스,-,36,9.49,0.58,0.04,6.88
오렌지 음료,캔,41,11.4,0.06,0.01,9.58
오렴자,생것,30,7.5,0.7,0.1,0.0
오미자,생것,81,12.8,2.1,3.3,0.0
오미자,말린것,362,61.3,8.5,13.5,0.0
오미자청,-,226,55.87,0.14,0.26,50.14
올리브 절임,초록색,137,5.34,1.09,12.36,0.0
올리브 절임,검은색,121,3.4,0.8,12.3,0.0
용과,생것,44,10.3,1.0,0.4,0.0
유자,생것,49,12.54,0.93,0.09,4.1
으름,생것,158,11.9,2.0,12.9,0.0
자두,생것,26,5.3,0.5,0.6,0.0
자두,말린것,240,63.88,2.18,0.38,38.13
자몽,생것,32,7.92,0.84,0.05,4.2
자몽 주스,캔,46,11.13,0.58,0.09,11.03
잭프루트,생것,95,23.25,1.72,0.64,19.08
잭프루트,통조림,92,23.94,0.36,0.14,0.0
참외,씨 제거,45,11.23,1.33,0.04,9.81
참외,씨 포함,47,11.01,1.57,0.29,9.08
체리,생것,67,16.9,1.59,0.06,6.8
체리,고형물,134,33.21,0.18,0.02,22.59
체리,액즙,137,34.11,0.02,0.0,22.71
크랜베리,생것,46,11.97,0.46,0.13,4.27
크랜베리,가당,314,85.73,0.25,0.58,74.3
크랜베리 주스,-,46,12.2,0.39,0.13,12.1
크랜베리 주스,칵테일,54,13.52,0.0,0.1,11.87
키위,생것,54,13.73,0.77,0.26,7.07
키위 주스,-,180,49.68,0.25,0.0,32.34
탱자,생것,84,18.5,1.3,1.5,0.0
파인애플,생것,53,14.32,0.46,0.04,10.26
파인애플,고형물,78,19.18,0.31,0.04,15.81
파인애플,액즙,76,18.81,0.13,0.0,13.02
파인애플,넥타,71,17.4,0.3,0.0,0.0
파인애플 주스,-,43,11.52,0.39,0.03,8.78
파인애플 주스,캔,53,12.87,0.36,0.12,9.98
파파야,생것,23,5.95,0.45,0.05,1.73
포도,생것,60,15.73,0.4,0.27,13.74
포도,껍질 포함,68,18.25,0.59,0.05,12.32
포도,껍질과 씨 포함,58,15.01,0.71,0.13,8.46
포도,건포도,297,78.89,2.64,0.53,66.71
포도,넥타,66,16.2,0.2,0.0,0.0
포도,잼,292,72.6,0.28,0.03,60.17
포도,통조림,69,17.12,0.14,0.02,14.87
포도 주스,-,49,13.49,0.23,0.0,11.47
포도즙,-,48,12.62,0.66,0.01,9.71
플럼코트,생것,47,9.97,0.61,1.05,7.5
프루트샐러드,통조림,82,19.3,0.2,0.4,0.0
프루트칵테일,통조림,75,18.52,0.19,0.03,18.9
프루트펀치,통조림,48,11.97,0.0,0.0,11.29
개구리고기,생것,75,0.7,16.1,0.4,0.0
거위고기,생것,161,0.0,22.75,7.13,0.0
거위고기,구운것,238,0.0,28.97,12.67,0.0
거위 부산물,생것,133,6.32,16.37,4.28,0.0
고래고기,생것,111,0.0,26.5,0.5,0.0
고래고기,냉동,132,0.0,23.5,3.5,0.0
고래고기,염절임,162,0.1,24.4,6.2,0.0
고래 부산물,생것,290,0.2,28.4,18.0,0.0
고래 부산물,냉동,253,0.3,13.8,20.6,0.0
꿩고기,생것,124,0.0,27.5,0.8,0.0
닭고기,생것,115,0.1,24.0,1.4,0.0
닭고기,삶은것,142,0.1,27.8,2.6,0.0
닭고기,구운것,247,2.8,27.8,12.6,0.0
닭고기,튀긴것,289,9.42,22.54,17.35,0.0
닭고기,살코기,108,2.8,20.0,1.3,0.0
닭고기,껍질,351,0.0,12.6,31.6,0.0
닭고기,가슴,106,0.5,23.1,0.7,0.0
닭고기,날개,122,0.8,20.4,3.5,0.0
닭고기,다리,130,0.9,18.9,4.9,0.0
닭 부산물,생것,116,0.1,18.8,3.9,0.0
닭 부산물,삶은것,167,0.87,24.46,6.51,0.0
닭 부산물,구운것,132,0.0,26.78,2.0,0.0
닭 육수,-,12,0.0,1.3,0.7,0.0
닭뼈 육수,-,7,0.0,0.9,0.4,0.0
닭꼬치,-,252,19.1,16.5,12.2,0.0
돼지고기,생것,203,0.0,19.45,12.84,0.0
돼지고기,삶은것,296,0.0,26.51,19.54,0.0
돼지고기,구운것,270,0.0,24.83,17.59,0.0
돼지 부산물,생것,134,2.47,21.39,3.65,0.0
돼지 부산물,삶은것,165,3.76,26.02,4.4,0.0
베이컨,-,241,6.42,15.27,17.12,0.98
베이컨,구운것,548,1.35,35.73,43.27,0.0
소시지,말린것,467,2.6,26.7,42.0,1.9
소시지,리용소시지,188,3.7,14.9,13.1,0.6
소시지,볼로냐소시지,242,2.9,12.5,21.0,1.1
소시지,위너소시지,251,9.36,15.27,16.91,0.87
소시지,이탈리안소시지,290,2.97,13.9,24.26,1.19
소시지,프랑크푸르트소시지,241,5.9,14.41,17.7,1.28
햄,등심햄,121,1.97,20.66,3.34,1.53
햄,런천미트햄,197,7.92,15.43,11.53,0.93
햄,구운것,145,1.5,20.93,5.53,0.0
햄,프레스햄,217,3.01,16.09,15.66,1.73
햄,데친것,256,4.63,15.44,19.51,1.57
햄,슬라이스햄,193,2.3,17.01,12.82,1.34
돼지불고기,생것,128,2.4,14.1,6.9,0.0
순대,선지 비율 낮은것,178,32.28,3.18,3.96,1.09
순대,선지 비율 높은것,150,11.65,9.22,7.37,2.36
포크커틀릿,냉동,285,21.0,9.4,18.2,0.0
포크커틀릿,튀긴것,365,21.2,16.6,23.7,0.0
말고기,생것,102,0.3,20.1,2.5,0.0
메추리고기,생것,194,0.1,20.5,12.9,0.0
멧돼지고기,생것,249,0.5,18.8,19.8,0.0
소고기,구운것,400,0.0,22.57,33.7,0.0
소고기,생것,268,0.97,16.98,21.31,0.0
소고기,삶은것,359,0.0,26.37,27.26,0.0
소고기,끓인것,201,0.0,33.68,6.36,0.0
소 부산물,생것,135,3.89,20.36,3.63,0.0
소 부산물,삶은것,191,5.13,29.08,5.26,0.0
소 부산물,구운것,175,5.16,26.52,4.68,0.0
소고기,육포,351,20.2,49.0,8.2,0.0
소불고기,생것,133,4.3,11.5,7.8,0.0
양지국물,-,4,0.0,1.0,0.0,0.0
우족국물,중량3배물,2,0.0,0.3,0.1,0.0
잡뼈국물,-,28,0.0,4.3,1.0,0.0
송아지고기,생것,162,0.0,18.86,9.01,0.0
송아지고기,삶은것,251,0.0,32.43,12.53,0.0
송아지고기,구운것,228,0.0,23.96,13.96,0.0
송아지 부산물,생것,140,2.91,19.93,4.85,0.0
송아지 부산물,삶은것,192,3.77,28.42,6.26,0.0
양고기,생것,205,0.1,18.8,15.3,0.0
어린양고기,생것,372,0.0,14.52,34.39,0.0
어린양고기,구운것,359,0.0,21.12,29.82,0.0
어린양고기,삶은것,344,0.0,28.68,24.55,0.0
어린양 부산물,생것,139,1.78,20.38,5.02,0.0
어린양 부산물,삶은것,220,2.53,30.57,8.81,0.0
염소고기,생것,181,0.0,19.88,10.31,0.0
염소고기,삶은것,251,0.0,29.39,13.51,0.0
오리고기,생것,117,0.0,21.0,3.07,0.0
오리고기,껍질 포함,242,0.0,16.63,18.99,0.0
자라고기,생것,175,0.5,16.4,13.4,0.0
칠면조고기,생것,144,0.13,21.64,5.64,0.07
칠면조고기,구운것,189,0.06,28.55,7.39,0.0
토끼고기,생것,135,0.6,21.7,4.4,0.0
토끼고기,끓인것,173,0.0,33.02,3.51,0.0
토끼고기,삶은것,203,0.0,28.23,8.87,0.38
거위알,생것,193,0.8,13.2,14.1,0.0
거위알,삶은것,187,1.0,12.7,13.6,0.0
기러기알,생것,193,2.4,12.3,13.9,0.0
기러기알,삶은것,212,4.0,13.1,14.9,0.0
달걀,생것,136,0.79,12.91,8.25,0.11
달걀,삶은것,145,1.37,13.49,8.69,0.13
달걀,가루,376,4.47,82.4,0.04,0.0
달걀,부침,206,3.79,15.12,13.46,0.2
달걀,중탕,145,0.2,12.3,11.7,0.0
달걀,스크램블에그,149,1.61,9.99,10.98,1.39
메추리알,생것,146,1.66,12.8,9.02,0.0
메추리알,삶은것,155,1.67,12.48,10.12,0.0
오리알,생것,171,2.03,13.11,11.32,0.0
오리알,삶은것,183,2.41,13.39,12.4,0.0
오리알,피단,166,4.21,12.98,10.05,0.06
가라지,생것,78,0.7,14.8,1.3,0.0
가물치,생것,86,0.3,18.2,0.8,0.0
가시망둑,생것,101,0.0,22.4,0.7,0.0
가오리,생것,80,0.0,17.3,0.7,0.0
가오리,조미하여 말린것,306,35.8,39.3,0.6,0.0
가자미,생것,129,0.3,22.1,3.7,0.0
갈치,생것,149,0.1,18.5,7.5,0.0
갈치,얼간,188,0.1,26.3,8.1,0.0
갈치,젓갈,176,28.2,8.6,3.2,0.0
강달이,생것,109,0.1,17.0,3.9,0.0
강달이,젓갈,102,0.0,14.0,5.1,0.0
게르치,생것,158,0.0,20.8,7.5,0.0
게르치,삶은것,161,0.0,22.2,8.4,0.0
고등어,생것,183,0.0,20.2,10.4,0.0
고등어,삶은것,253,0.3,22.6,22.6,0.0
고등어,구운것,264,0.4,25.2,22.4,0.0
고등어,반건조,303,0.2,18.7,28.5,0.0
고등어,자반고등어,258,6.36,18.99,16.14,0.0
고등어,통조림,103,0.0,15.6,4.46,0.0
고등어,고형물,161,0.64,23.47,7.14,0.0
괴도라치,생것,74,0.0,17.2,0.1,0.0
군평선이,생것,103,0.2,18.5,2.6,0.0
기름종개,생것,107,0.5,17.5,3.3,0.0
까나리,생것,114,0.3,16.0,4.8,0.0
까나리,삶아서 말린것,218,1.5,43.1,6.1,0.0
까나리,액젓,30,0.27,7.16,0.01,0.03
꺽저기,생것,92,0.1,19.5,1.0,0.0
꼬치고기,생것,97,0.7,20.5,0.8,0.0
꼼치,생것,70,0.0,16.4,0.1,0.0
꽁치,생것,142,0.4,22.7,4.7,0.0
꽁치,구운것,281,0.2,23.3,22.8,0.0
꽁치,동건품,421,0.9,32.1,29.9,0.0
꽁치,염장,178,0.2,20.1,9.8,0.0
꽁치,통조림,113,0.0,13.12,6.76,0.0
꽁치,고형물,188,2.64,20.31,10.67,0.0
꽁치,조미,178,2.4,19.0,10.3,0.0
날치,생것,99,0.1,22.2,0.5,0.0
날치,염장,124,0.0,26.4,1.3,0.0
납지리,생것,86,0.1,17.5,1.2,0.0
넙치,생것,125,0.0,22.36,3.28,0.0
네동가리,생것,82,0.1,19.2,0.1,0.0
노랑촉수,생것,248,8.3,7.1,19.5,0.0
노래미,생것,89,0.8,17.5,1.3,0.0
놀래기,생것,107,0.0,19.2,2.8,0.0
농어,생것,96,0.2,18.2,1.9,0.0
농어,구운것,124,0.0,23.63,2.56,0.0
누치,생것,105,0.8,17.3,3.0,0.0
눈볼대,생것,144,0.0,22.3,5.3,0.0
눈퉁멸,생것,138,0.4,18.5,6.2,0.0
눈퉁멸,말린것,344,11.1,58.6,5.4,0.0
능성어,생것,93,0.3,18.8,1.3,0.0
다금바리,생것,100,0.1,19.3,1.9,0.0
다랑어,생것,127,0.3,25.9,1.8,0.0
다랑어,가다랑어 육수,2,0.0,0.4,0.0,0.0
다랑어,유지,185,0.0,22.31,10.6,0.0
다랑어,구운것,184,0.0,29.91,6.28,0.0
다랑어,냉동,113,0.1,24.5,1.0,0.0
참다랑어 샐러드,-,187,9.41,16.04,9.26,0.0
달강어,생것,121,0.1,19.7,4.0,0.0
달고기,생것,97,0.7,19.1,1.4,0.0
대구,생것,86,0.3,19.5,0.3,0.0
대구,구운것,103,0.2,25.2,0.2,0.0
대구,말린것,256,0.3,56.0,2.0,0.0
대구,냉동,81,0.1,18.0,0.5,0.0
대구,소금에 절여 반건조,201,0.0,45.1,1.1,0.0
대구,염장,91,0.1,20.0,0.7,0.0
대구 튀김,냉동,106,11.1,13.7,0.8,0.0
대구,젓갈,62,0.0,14.7,0.4,0.0
대구횟대,생것,93,0.5,19.5,0.9,0.0
대두어,생것,96,0.5,17.5,2.1,0.0
도다리,생것,78,0.5,17.6,0.2,0.0
도도바리,생것,95,0.5,19.4,1.2,0.0
도루묵,생것,113,0.5,16.0,4.6,0.0
도루묵,소금에 절여 말린것,282,0.2,44.8,9.8,0.0
도치,생것,62,0.9,7.2,3.0,0.0
독가시치,생것,97,0.0,20.3,1.2,0.0
돔,생것,90,0.0,20.1,0.6,0.0
돔,삶은것,113,0.0,20.7,4.0,0.0
돔,구운것,110,0.0,22.5,2.6,0.0
돔,반건조,104,0.0,19.5,2.3,0.0
동사리,생것,81,0.0,16.9,1.0,0.0
동자개,생것,81,0.0,15.7,1.6,0.0
둑중개,생것,104,0.2,15.0,4.2,0.0
둑중개,삶은것,108,0.2,15.8,5.8,0.0
둑중개,조린것,293,33.8,29.4,5.5,0.0
드렁허리,생것,92,0.0,17.9,1.7,0.0
등가시치,생것,79,0.0,18.5,0.1,0.0
만새기,생것,100,0.0,21.3,1.9,0.0
망둑어,생것,77,0.3,16.4,0.7,0.0
매퉁이,생것,93,0.1,20.8,0.5,0.0
메기,생것,114,0.1,15.1,5.3,0.0
멸치,생것,127,0.3,17.7,5.4,0.0
멸치,삶아서 말린것,302,0.0,59.31,5.45,0.0
멸치 볶음,멸치풋고추볶음,262,17.0,23.3,11.2,0.0
멸치 볶음,잔멸치볶음,342,26.2,31.0,12.6,0.0
멸치 육수,-,0,0.0,0.1,0.0,0.0
멸치,액젓,31,1.13,6.53,0.02,0.11
멸치,젓갈,118,0.0,14.0,6.3,0.0
멸치,유지,170,0.0,9.7,14.6,0.0
명태,생것,80,0.0,17.5,0.7,0.0
명태,구운것,111,0.0,23.48,1.18,0.0
명태,말린것,351,0.3,74.3,3.8,0.0
명태,냉동,72,0.1,15.9,0.5,0.0
명태,반건조,290,0.0,61.7,3.1,0.0
명태,조미하여 말린것,306,29.2,43.9,1.5,0.0
명태,양념젓갈,143,22.22,10.83,1.2,14.37
모래무지,생것,77,0.0,15.7,1.1,0.0
몽치다래,생것,159,0.5,24.1,5.9,0.0
문절망둑,생것,90,0.3,18.7,1.1,0.0
문절망둑,장조림,248,29.0,28.3,2.1,0.0
물치다래,생것,168,0.1,23.4,7.3,0.0
미꾸리,생것,96,0.2,16.2,2.8,0.0
미꾸리,삶은것,76,0.0,17.1,1.2,0.0
민달고기,생것,95,0.1,20.3,1.0,0.0
민어,생것,86,0.5,18.0,0.8,0.0
민어,구운것,100,0.0,23.4,0.8,0.0
민어,튀긴것,221,7.54,18.2,12.67,0.0
민어,조미하여 말린것,314,35.2,39.8,1.5,0.0
민어,염장,284,0.0,35.1,15.9,0.0
민태,생것,88,0.0,15.2,2.5,0.0
박대,생것,90,0.6,19.2,0.7,0.0
박대,말린것,132,0.9,25.6,2.2,0.0
박대,반건조,104,0.1,21.4,1.4,0.0
방어,생것,101,0.4,21.7,0.8,0.0
방어,구운것,260,0.3,26.2,20.4,0.0
방어,훈제,312,0.5,27.2,22.4,0.0
백연,생것,89,0.3,19.0,0.8,0.0
밴댕이,생것,225,0.2,16.3,16.5,0.0
밴댕이,삶아서 말린것,302,0.5,48.2,10.3,0.0
밴댕이,젓갈,117,0.6,16.3,4.9,0.0
뱅어,생것,68,0.3,13.3,1.1,0.0
뱅어,말린것,311,0.0,56.1,7.9,0.0
베도라치,생것,105,0.0,20.7,1.9,0.0
베로치,생것,86,0.0,19.5,0.4,0.0
베스,생것,81,0.1,18.2,0.4,0.0
벤자리,생것,123,0.3,17.0,5.3,0.0
병어,생것,130,0.3,16.4,6.3,0.0
보구치,생것,119,0.3,19.3,3.9,0.0
보리멸,생것,93,0.0,19.5,1.1,0.0
보리멸,냉동,98,0.3,19.6,1.5,0.0
복어,생것,94,0.1,21.5,0.3,0.0
복어,조미하여 말린것,282,17.6,47.7,2.3,0.0
볼기우럭,생것,129,0.0,18.7,5.3,0.0
볼락,생것,93,0.6,19.3,1.0,0.0
볼락,구운것,109,0.0,22.23,1.62,0.0
부세,생것,105,0.0,17.2,3.4,0.0
부시리,생것,109,0.1,22.3,1.5,0.0
부치,생것,71,0.0,15.8,0.5,0.0
붉바리,생것,99,0.1,21.0,1.1,0.0
붕어,생것,94,0.1,18.1,1.8,0.0
붕어,삶은것,225,28.6,15.7,4.4,0.0
붕어,구운것,177,14.4,18.0,4.4,0.0
블루길,생것,83,0.2,17.8,0.8,0.0
빙어,생것,85,0.0,18.4,0.8,0.0
빙어,삶아서 말린것,189,0.0,34.2,4.7,0.0
빙어,장조림,261,27.0,26.7,5.1,0.0
빙어,구운것,124,0.0,22.6,3.1,0.0
산천어,생것,117,0.1,20.3,3.3,0.0
살살치,생것,70,0.6,15.5,0.2,0.0
삼세기,생것,97,0.5,18.6,1.8,0.0
삼치,생것,112,0.0,20.08,2.93,0.0
삼치,구운것,184,0.1,23.6,10.8,0.0
삼치,젓갈,101,0.0,22.7,1.1,0.0
상어,생것,99,0.1,22.2,0.5,0.0
새다래,생것,104,0.0,18.9,2.6,0.0
샛멸,생것,82,0.0,19.5,0.6,0.0
서대,생것,95,0.2,18.4,1.8,0.0
성대,생것,94,0.2,19.9,1.0,0.0
송어,생것,121,0.1,21.0,3.4,0.0
송어,염장,234,0.8,36.0,8.4,0.0
송어,젓갈,156,0.0,24.8,6.3,0.0
송어,통조림,152,0.0,18.2,8.8,0.0
송어,구운것,150,0.0,22.92,5.82,0.0
송어,냉동,161,0.3,20.0,8.0,0.0
숭어,생것,107,0.4,21.7,1.5,0.0
숭어,구운것,150,0.0,24.81,4.86,0.0
숭어,소금에 절여 말린것,353,0.3,40.4,28.9,0.0
쌍동가리,생것,101,0.0,20.8,1.4,0.0
쌍뿔달재,생것,75,0.1,16.9,0.4,0.0
쏘가리,생것,111,0.0,17.2,4.1,0.0
