식품명,단백질(g),지방(g),탄수화물(g),당류(g),에너지(kcal)
"꽃송이버섯, 생것",1.11,0.39,7.35,0.89,19
"꽃송이버섯, 데친것",0.87,0.49,8.99,0.30,22
"꽃송이버섯, 말린것",15.18,4.14,66.49,0.45,182
"나도팽나무버섯, 생것",2.4,0,5.7,-,16
"나도팽나무버섯, 말린것",23.6,0.5,66.1,-,182
"노루궁뎅이버섯, 생것",2.57,0.41,2.89,0.54,13
"노루궁뎅이버섯, 데친것",3.28,0.40,4.68,0.12,18
"노루궁뎅이버섯, 말린것",24.5,3.2,57.8,-,179
"느타리버섯, 생것",2.60,0.14,4.70,0.74,15
"느타리버섯, 데친것",3.26,0.23,6.51,0.01,21
"느타리버섯, 말린것",25.10,3.90,60.72,-,189
"느타리버섯, 말린것(자연건조)",25.36,2.98,58.92,-,182
"느타리버섯, 노랑느타리버섯, 생것",2.5,0.1,5.3,-,16
"느타리버섯, 분홍느타리버섯, 생것",4.1,0,8.1,-,24
"느타리버섯, 여름느타리버섯, 생것",4.4,0.1,6.0,-,21
"느타리버섯, 율무느타리버섯, 생것",3.6,0.3,6.4,-,21
"느타리버섯, 참타리버섯, 생것",2.6,0,5.3,-,16
"느타리버섯, 참타리버섯, 데친것",3.9,0,6.1,-,20
"느타리버섯, 청느타리버섯, 생것",3.9,0,5.2,-,18
"능이버섯(향버섯), 생것",2.2,0.1,5.9,-,17
"동충하초, 누에동충하초, 생것",5.56,0.38,7.07,0.33,27
"동충하초, 누에동충하초, 말린것",60.9,2.4,0,-,133
"만가닥버섯, 생것",2.50,0.34,6.34,0.37,19
"만가닥버섯, 데친것",2.73,0.35,6.07,0.11,19
"목이버섯, 생것",0.79,0.19,5.22,0.12,13
"목이버섯, 데친것",1.15,0.23,4.84,0,13
"목이버섯, 말린것",11.88,1.26,69.66,1.57,169
"목이버섯, 말린것(자연건조)",14.10,1.99,72.78,1.67,183
"목이버섯, 흰백목이, 생것",1.20,0.55,11.58,0.18,28
"목이버섯, 흰백목이, 데친것",1.02,0.43,7.01,0.10,18
"밤버섯, 생것",2.9,0.9,3.5,-,17
"버들송이버섯, 생것",4.2,0.1,5.5,-,20
"버들송이버섯, 갓, 말린것",23.3,4.7,61.6,-,191
"버들송이버섯, 줄기, 말린것",14.3,2.7,71.1,-,183
"뽕나무버섯, 야생, 갓, 말린것",27.7,6.9,54.4,-,195
"뽕나무버섯, 야생, 줄기, 말린것",15.8,0.9,72.2,-,180
"뽕나무버섯, 재배, 갓, 말린것",24.4,5.7,58.6,-,192
"뽕나무버섯, 재배, 줄기, 말린것",12.8,0.6,76.6,-,182
"상황버섯, 말린것",4.40,0.27,84.58,0,179
"상황버섯, 추출",0.07,0.01,0.56,0.12,3
"석이버섯, 말린것",11.75,0.96,68.47,0.33,165
"송이버섯, 생것",2.05,0.15,8.12,0.31,21
"송이버섯, 데친것",2.15,0.24,8.51,1.22,22
"싸리버섯, 생것",2.8,0.6,5.7,-,20
"싸리버섯, 말린것",19.9,4.8,58.9,-,179
"아위버섯, 생것",3.53,0.40,8.56,0.59,26
"아위버섯, 데친것",3.62,0.43,8.69,0.01,27
"애느타리버섯, 생것",4.2,0.1,3.5,-,16
"양송이버섯, 생것",3.12,0.23,3.89,0.77,15
"양송이버섯, 데친것",3.15,0.26,3.63,0.89,15
"양송이버섯, 말린것(자연건조)",40.82,3.52,34.09,0.52,166
"양송이버섯, 가루",33.39,3.57,46.49,1.93,176
"양송이버섯, 통조림",3.75,0.41,3.87,0,17
"양송이버섯, 갈색양송이, 생것",3.73,0.20,3.24,0.59,15
"양송이버섯, 갈색양송이, 데친것",2.94,0.31,3.50,0.37,14
"영지버섯, 말린것",9.41,1.40,81.03,0,187
"영지버섯, 추출",0.07,0.01,0.03,0,0
"잎새버섯, 생것",2.20,0.50,3.29,0.14,13
"잎새버섯, 데친것",2.26,0.57,4.46,0,16
"큰느타리버섯(새송이버섯), 생것",2.92,0.23,6.54,0.25,20
"큰느타리버섯(새송이버섯), 데친것",3.14,0.33,6.48,0.03,21
"큰느타리버섯(새송이버섯), 말린것",25.05,2.07,59.81,4.88,179
"큰느타리버섯(새송이버섯), 말린것(자연건조)",26.23,2.09,54.68,4.69,171
"큰느타리버섯(새송이버섯), 가루",25.09,2.51,61.40,-,184
"팽이버섯, 생것",2.41,0.51,7.00,0.54,21
"팽이버섯, 데친것",2.60,0.39,6.43,0.06,20
"팽이버섯, 갈뫼, 생것",2.0,0,6.9,-,18
"팽이버섯, 백로, 생것",2.6,0.1,8.4,-,22
"팽이버섯, 야생, 생것",1.4,0.7,6.1,-,18
"팽이버섯, 갈색팽이, 생것",3.06,0.60,6.13,0.65,21
"팽이버섯, 갈색팽이, 데친것",3.01,0.37,6.59,0.18,21
"포타벨라, 생것",3.3,0.1,4.6,-,16
"표고버섯, 배지재배, 생것",3.90,0.38,10.84,0.36,31
"표고버섯, 배지재배, 데친것",3.00,0.34,8.63,0.51,25
"표고버섯, 배지재배, 말린것",22.42,2.14,61.81,2.27,178
"표고버섯, 배지재배, 말린것(자연건조)",23.56,1.99,58.78,0.19,174
"표고버섯, 배지재배, 말린것, 삶은것",3.20,0.36,10.55,0.55,29
"표고버섯, 배지재배, 갓, 생것",4.44,0.32,8.03,0.40,26
"표고버섯, 배지재배, 갓, 데친것",4.71,0.30,4.98,0.96,21
"표고버섯, 배지재배, 갓, 말린것",31.84,2.93,53.29,3.30,183
"표고버섯, 배지재배, 갓, 말린것, 삶은것",4.06,0.43,6.80,0.82,24
"표고버섯, 배지재배, 대, 생것",4.59,0.33,14.02,0.66,39
"표고버섯, 배지재배, 대, 데친것",3.25,0.24,12.36,0.88,32
"표고버섯, 배지재배, 대, 말린것",21.14,1.61,65.35,4.69,180
"표고버섯, 배지재배, 대, 말린것, 삶은것",2.91,0.34,11.80,0.46,31
"표고버섯, 참나무재배, 생것",2.0,0.3,6.1,-,18
"표고버섯, 참나무재배, 데친것",2.4,0.2,6.3,-,18
"표고버섯, 참나무재배, 말린것",18.1,3.1,63.7,-,178
"표고버섯, 참나무재배, 말린것, 삶은것",3.0,0.7,13.0,-,35
"표고버섯, 가루",18.84,2.54,68.25,4.61,186
"풀버섯, 생것",2.7,0.1,4.6,-,15
"감, 탈삽, 생것",0.5,0.1,16.9,13.6,59
"감, 단감, 생것",0.41,0.04,13.66,10.52,51
"감, 단감, 잼",0.3,0.1,55.7,-,225
"감, 대봉, 갑주백목, 생것",0.51,0.86,17.57,16.66,72
"감, 둥시, 생것",0.6,0.1,18.8,-,71
"감, 둥시, 말린것",1.59,0.05,60.45,24.25,223
"감, 연시, 생것",0.29,0.04,17.76,12.32,65
"감, 연시, 냉동",0,0.04,18.36,10.35,66
"감, 감말랭이, 말린것",1.94,0.16,68.61,55.11,255
"감, 곶감, 말린것",1.93,0.08,57.45,29.76,214
감 주스,0.1,0.1,11.0,-,41
"구기자, 열매, 재래종, 생것",4.50,2.04,10.23,7.31,69
"구아바, 생것",0.6,0.1,9.9,-3.5,33
"구아바, 넥타, 과육 20%",0.1,0.1,12.3,-9.9,49
"구아바 주스, 과즙 음료(10%)",0.1,0.1,12.3,-,50
"구즈베리, 생것",1.0,0.1,13.2,-10.9,51
"귤, 만감류, 레드향, 생것",0.59,0.12,12.39,10.44,48
"귤, 만감류, 신예감, 생것",0.29,0.41,8.20,6.70,34
"귤, 만감류, 천혜향, 생것",0.82,0.08,10.56,8.37,41
"귤, 만감류, 한라봉, 생것",0.99,0.11,12.80,10.17,50
"귤, 만감류, 황금향, 생것",0.40,0.13,10.30,8.39,40
"귤, 온주밀감, 생것",0.53,0.10,10.04,7.99,39
"귤, 온주밀감, 궁천조생, 노지, 생것",0.29,0.16,10.16,8.19,39
"귤, 온주밀감, 궁천조생, 하우스, 생것",0.69,0.09,10.78,8.76,42
"귤, 온주밀감, 유라조생, 하우스, 생것",0.55,0.08,10.17,9.05,39
"귤, 온주밀감, 일남1호, 생것",0.49,0.08,8.48,7.35,33
"귤, 온주밀감, 하례조생, 노지, 생것",0.40,0.08,9.74,7.85,37
"귤, 온주밀감, 하례조생, 하우스, 생것",0.71,0.14,11.18,9.23,44
"귤, 온주밀감, 흥진조생, 생것",0.48,0.14,10.41,8.39,40
"귤, 임온주, 생것",1.0,0.1,10.8,-,43
"귤 주스, 천연과즙",0.2,0.1,10.4,-,39
"귤, 잼",1.0,0,76.2,-,309
"귤, 통조림",0.5,0.1,15.3,-,63
"금귤, 생것",1.19,0.13,18.77,11.77,73
"꾸지뽕, 열매, 생것",1.74,2.16,13.82,9.90,74
"다래, 생것",1.6,0.4,16.2,-,67
"대추, 생것",1.45,0.10,27.56,24.34,105
"대추, 말린것",3.73,0.25,72.57,59.09,276
"대추야자, 말린것",2.2,0.2,71.3,-59.0,281
"두리안, 생것",2.3,3.3,27.1,-,140
"딸기, 개량종, 생것",0.8,0.2,8.9,-,36
"딸기, 설향, 생것",0.70,0.07,8.50,6.09,34
"딸기, 재래종, 생것",0.8,0.1,7.2,-,29
"딸기, 말린것",0.5,0.2,82.8,-,329
"딸기, 잼",0.51,0.09,70.45,52.33,285
"라임, 생것",0.70,0.20,10.54,1.69,30
"라임 주스, 천연과즙",0.42,0.07,8.42,1.69,25
"라임 주스, 캔",0.25,0.23,6.69,1.37,21
"라즈베리, 생것",1.20,0.65,11.94,4.42,52
"라즈베리, 냉동",1.15,0.81,12.55,6.54,56
"람부탄, 통조림",0.65,0.21,20.87,-,82
"레몬, 생것",0.71,0.08,9.27,1.87,36
레몬 과즙,0.4,0.2,8.6,1.5,24
"롱안, 생것",1.31,0.10,15.14,-,60
"롱안, 말린것",4.90,0.40,74.00,-,286
"리치, 생것",1.0,0.1,16.4,-14.9,61
"리치, 냉동",0.85,0.08,14.47,12.21,56
"마가목 열매, 생것",1.3,0.8,25.5,-,115
"망고, 생것",0.72,0.10,15.97,13.66,61
망고 음료,0.04,0.01,7.71,6.26,28
"망고, 애플망고, 생것",0.54,1.14,12.56,11.62,57
"망고스틴, 생것",0.6,0.2,17.5,-,71
"매실, 생것",1.1,1.1,7.8,-,41
"매실, 남고, 생것",0.94,0.77,6.24,2.76,26
"매실, 선암매, 생것",1.2,0.7,8.0,-,39
"매실, 천매, 생것",0.7,0.6,8.1,-,37
매실청,0.23,0.18,52.72,44.06,213
"매실 절임, 당절임, 고형물",1.86,0.52,51.08,33.85,216
"매실 절임, 염절임, 고형물",0.9,0.7,8.6,0.9,29
"머루, 생것, 껍질과 씨 포함",1.51,0.94,18.32,7.39,79
"머루, 개량머루, 생것, 껍질과 씨 포함 ",1.60,1.83,17.27,10.92,83
"머루, 머스켓베일리에이, 생것",0.34,0.75,18.96,16.86,76
"머루, 왕머루, 생것, 껍질과 씨 포함",1.58,1.27,19.67,8.41,87
머루 주스,0.3,0.2,21.8,-,81
"멜론, 감로, 생것",0.5,0.1,5.1,-,21
"멜론, 머스크, 생것",1.50,0.04,9.64,8.08,40
"멜론, 화이트, 생것",0.7,0.1,9.6,-,38
"모과, 생것",0.7,0.4,20.0,-,78
"무화과, 생것",0.6,0.1,14.3,-10.8,57
"무화과, 승정도후인, 생것",0.74,0.09,13.47,11.28,52
"무화과, 봉래시, 생것",0.82,0.11,11.51,10.77,45
"무화과, 수입산, 말린것",4.75,3.01,77.22,58.92,319
"무화과, 승정도후인, 말린것",5.1,0.9,63.6,-,254
"무화과, 통조림",0.5,0.1,19.4,-,78
"바나나, 생것",1.11,0.20,20.00,14.40,77
"바나나, 말린것",3.8,0.4,78.5,-53.9,314
"바나나칩, 튀긴것",2.07,25.67,69.32,16.10,517
"배, 생것",0.29,0.04,12.24,8.30,45
"배, 돌배, 생것",0.3,0.1,12.3,-,46
"배, 돌배, 생것, 껍질 포함",0.4,0.1,12.8,-,48
"배, 만풍, 생것",0.26,0.04,11.98,9.85,44
"배, 백운배, 생것",0.3,0.1,10.4,-,39
"배, 신고, 생것",0.30,0.04,12.40,9.81,46
"배, 원황, 생것",0.29,0.04,12.34,5.23,46
"배, 장심랑, 생것",0.4,0.3,8.6,-,35
"배, 수입산, 생것",0.2,0.1,12.7,-,49
배즙,0.3,0.5,13.0,-,52
"배 음료, 캔",0,0,11.76,10.15,42
"백향과(패션프루트), 생것, 씨 포함",1.68,1.55,22.58,8.58,100
"백향과(패션프루트) 주스, 천연과즙",0.8,0.4,16.2,-4.0,67
"백향과(패션프루트) 주스, 황색과육",0.67,0.18,14.45,14.25,60
"백향과(패션프루트) 주스, 자색과육",0.39,0.05,13.60,13.40,51
"버찌, 생것",1.7,0.1,14.9,-,60
"버찌, 통조림",0.6,0.1,17.6,-13.4,70
"버찌, 미국산, 생것",1.2,0.1,17.1,-13.6,64
"버찌, 일본산, 생것",1.0,0.2,15.2,-,64
"보리밥 열매, 말린것",18.5,1.3,68.5,-,354
"복분자, 생것",1.52,2.20,17.96,8.06,88
"복숭아, 미숙, 생것",1.8,0.7,10.0,-,48
"복숭아, 백도, 생것",0.59,0.04,13.10,9.45,49
"복숭아, 백도, 통조림",0.28,0.03,16.04,14.22,66
"복숭아, 백도, 통조림, 고형물 ",0.38,0.05,16.51,14.77,68
"복숭아, 백도, 통조림, 액즙",0.19,0,15.59,13.70,63
"복숭아, 천도, 생것",0.93,0.05,7.85,4.67,32
"복숭아, 천중도, 생것",0.74,0.79,11.18,10.21,49
"복숭아, 황도, 생것",0.40,0.04,13.03,9.29,49
"복숭아, 황도, 통조림",0.31,0.03,19.95,18.81,81
"복숭아, 황도, 통조림, 고형물 ",0.44,0.05,20.29,18.50,83
"복숭아, 황도, 통조림, 액즙",0.19,0,19.62,19.09,79
"복숭아, 당절임",2.6,0.1,75.0,-,311
"복숭아, 넥타",0.29,0.03,13.02,9.92,54
"복숭아, 잼",0.66,0.03,51.98,43.37,211
"블랙베리, 생것",0.67,1.13,8.69,5.76,43
"블랙커런트, 생것",1.40,0.41,15.38,-,63
"블루베리, 생것",0.55,0.09,12.57,9.96,48
"블루베리, 말린것",4.45,1.11,83.57,48.28,325
"블루베리, 냉동",0.81,0.26,10.07,6.64,41
"블루베리, 잼",0.21,0.11,70.22,44.44,283
"블루베리, 통조림",0.65,0.33,22.06,20.46,88
"비파, 생것",0.29,0.20,11.95,10.80,45
"비파, 통조림",0.3,0.1,19.8,-,80
"사과, 생것",0.20,0.66,14.11,10.93,57
"사과, 부사, 생것",0.20,0.77,13.58,11.13,56
"사과, 홍옥, 생것",0.21,0.55,14.65,10.73,58
"사과, 아오리, 생것",0.27,0.04,14.16,8.85,52
"사과, 아오리, 생것, 껍질 포함",0.30,0.03,13.36,8.17,49
"사과, 말린것",1.0,1.6,71.8,-,275
"사과, 넥타",1.0,0.2,11.7,-,53
"사과, 잼",0.2,0.1,66.2,-,267
"사과, 통조림",0.7,0.3,15.1,-,66
사과 음료,0.03,0,9.36,7.05,38
사과 주스,0.17,0.01,11.45,9.98,42
"산딸기, 생것",1.35,0.22,13.55,7.80,55
"산수유, 열매, 생것",0.87,2.82,23.83,10.33,112
"산수유, 과육, 말린것",3.6,0.5,76.6,-,292
"살구, 생것",1.20,0.05,7.12,7.39,30
"살구, 말린것",3.21,0.18,68.39,25.62,258
"살구, 통조림",0.63,0.04,12.34,10.74,48
"살구, 넥타",0.2,0.1,9.9,-,41
"살구, 잼",0.46,0.03,75.36,56.06,304
"석류, 생것",0.29,0.20,20.71,9.94,77
"소귀나무 열매, 생것",0.8,0.6,4.6,-,24
"수박, 적육질, 생것",0.79,0.05,7.83,5.06,31
"수박, 황육질, 생것",0.65,0.05,9.26,5.53,36
"애플수박, S-비너스, 생것",0.94,0.81,8.39,6.23,40
"산자나무 열매(씨벅톤), 생것",1.0,3.8,9.7,-,70
"아떼모야, 생것",1.2,0.1,19.0,-,73
"아로니아, 네로, 생것",0.82,0.21,15.41,4.49,60
"아로니아, 바이킹, 냉동",1.08,0.23,17.45,4.44,68
"아보카도, 생것",2.00,14.66,8.53,0.66,160
"아세로라, 감미종, 생것",0.7,0.1,9.0,-,36
"아세로라 주스, 과즙 음료(10%)",0.1,0,10.5,-,42
"앵두, 생것",1.1,0.3,15.2,-,61
"엘더베리, 생것",0.66,0.50,18.40,-,73
"오디, 생것",0.8,0.4,14.0,-,56
"오디, 재래종, 생것",2.6,0.3,12.0,-,54
"오렌지, 생것",0.92,0.16,11.81,9.21,47
"오렌지, 발렌시아, 생것",1.04,0.30,11.89,-,49
오렌지 마멀레이드,0.30,0,66.30,60.00,246
오렌지 주스,0.58,0.04,9.49,6.88,36
"오렌지 음료, 캔",0.06,0.01,11.40,9.58,41
"오렴자(카람볼라), 생것",0.7,0.1,7.5,-,30
"오미자, 생것",2.1,3.3,12.8,-,81
"오미자, 말린것",8.5,13.5,61.3,-,362
오미자청,0.14,0.26,55.87,50.14,226
"올리브 절임, 미숙, 초록색",1.09,12.36,5.34,0,137
"올리브 절임, 완숙, 검은색",0.8,12.3,3.4,-,121
"용과, 백육종, 생것",1.0,0.4,10.3,-,44
"용과, 적육종, 생것",0.9,0.2,11.2,-,45
"용과, 황색종, 생것",1.0,0.1,13.9,-,54
"유자, 전체, 생것",0.93,0.09,12.54,4.10,49
"유자, 과육, 생것",0.87,0.06,10.28,2.24,40
"유자, 껍질, 생것",1.02,0.09,14.21,5.87,55
"으름, 생것",2.0,12.9,11.9,-,158
"자두, 생것",0.5,0.6,5.3,-,26
"자두, 대석, 생것",0.6,-,8.4,-,32
"자두, 후무사, 생것",0.64,0.05,11.47,8.92,44
"자두, 말린것",2.18,0.38,63.88,38.13,240
"자몽(그레이프프루트), 생것",0.84,0.05,7.92,4.20,32
"자몽(그레이프프루트) 주스, 가당, 캔",0.58,0.09,11.13,11.03,46
"자몽(그레이프프루트) 주스, 무가당, 캔",0.55,0.66,7.54,7.69,37
"잭프루트, 생것",1.72,0.64,23.25,19.08,95
"잭프루트, 통조림",0.36,0.14,23.94,-,92
"참외, 생것, 씨 제거",1.33,0.04,11.23,9.81,45
"참외, 생것, 씨 포함",1.57,0.29,11.01,9.08,47
"참외, 금싸라기, 생것, 씨 제거",0.9,0.7,5.0,-,27
"체리, 생것",1.59,0.06,16.90,6.80,67
"체리, 통조림, 고형물",0.18,0.02,33.21,22.59,134
"체리, 통조림, 액즙",0.02,0,34.11,22.71,137
"크랜베리, 생것",0.46,0.13,11.97,4.27,46
"크랜베리, 말린것, 가당",0.25,0.58,85.73,74.30,314
크랜베리 주스,0.39,0.13,12.20,12.10,46
"크랜베리 주스, 칵테일",0,0.10,13.52,11.87,54
"키위, 골드, 생것",0.77,0.26,13.73,7.07,54
"키위, 그린, 생것",0.93,0.63,16.08,6.73,66
키위 주스,0.25,0,49.68,32.34,180
"탱자, 생것",1.3,1.5,18.5,-,84
"파인애플, 생것",0.46,0.04,14.32,10.26,53
"파인애플, 통조림, 고형물",0.31,0.04,19.18,15.81,78
"파인애플, 통조림, 액즙",0.13,0,18.81,13.02,76
"파인애플, 넥타",0.3,0,17.4,-,71
파인애플 주스,0.39,0.03,11.52,8.78,43
"파인애플 주스, 캔",0.36,0.12,12.87,9.98,53
"파파야, 미숙, 생것",0.45,0.05,5.95,1.73,23
"파파야, 완숙, 생것",0.70,0.08,10.24,8.78,40
"포도, 거봉, 생것",0.40,0.27,15.73,13.74,60
"포도, 거봉, 생것, 껍질 포함",0.59,0.05,18.25,12.32,68
"포도, 나르샤, 생것, 껍질 포함",0.55,0.22,15.18,12.94,58
"포도, 델라웨어, 생것",0.6,0.1,17.9,-,67
"포도, 두누리, 생것",0.44,0.25,14.82,13.87,57
"포도, 레드글로브, 생것, 껍질 포함",0.40,0.24,14.91,11.42,57
"포도, 마스캇함브르그, 생것",0.5,0.2,17.3,-,66
"포도, 새마루, 생것",0.46,0.15,14.28,11.74,54
"포도, 샤이니스타, 생것",0.49,0.22,20.20,17.07,76
"포도, 샤인머스캣, 생것, 껍질 포함",0.38,0.10,17.66,15.29,66
"포도, 세레단, 생것",0.6,0.1,15.4,-,58
"포도, 수옥, 생것",0.20,0.18,18.50,16.70,69
"포도, 스텔라, 생것, 껍질 포함",0.70,0.16,12.75,11.59,50
"포도, 진옥, 생것",0.45,0.08,13.88,12.43,52
"포도, 청수, 생것",0.33,0.07,17.48,16.45,65
"포도, 캠벨얼리, 생것",0.50,0.10,15.08,11.90,57
"포도, 캠벨얼리, 생것, 껍질 포함",0.61,0.05,13.59,9.16,51
"포도, 캠벨얼리, 생것, 껍질과 씨 포함",0.71,0.13,15.01,8.46,58
"포도, 탄금추, 생것",0.35,0.15,13.13,12.72,50
"포도, 탐나라, 생것",0.40,0.06,13.14,12.30,49
"포도, 홍단, 생것",0.37,0.13,15.75,14.84,59
"포도, 홍아람, 생것",0.39,0.09,15.40,15.30,57
"포도, 홍이슬, 생것",0.31,0.06,14.16,13.01,53
"포도, 홍주씨들레스, 생것, 껍질 포함",0.29,0.17,18.11,16.04,68
"포도, 흑구슬, 생것",0.27,0.60,15.68,14.64,62
"포도, 흑보석, 생것",0.30,0.15,13.90,12.69,52
"포도, 힘로드시드레스, 생것",0.41,0.03,12.63,7.94,47
"포도, 힘로드시드레스, 생것, 껍질 포함",0.42,0.03,12.10,8.48,45
"포도, 건포도",2.64,0.53,78.89,66.71,297
"포도, 넥타",0.2,0,16.2,-,66
"포도, 잼",0.28,0.03,72.60,60.17,292
"포도, 통조림",0.14,0.02,17.12,14.87,69
포도 주스,0.23,0,13.49,11.47,49
포도즙,0.66,0.01,12.62,9.71,48
"플럼코트, 생것",0.61,1.05,9.97,7.50,47
"프루트샐러드, 통조림",0.2,0.4,19.3,-,82
"프루트칵테일, 통조림",0.19,0.03,18.52,18.90,75
"프루트펀치, 통조림",0,0,11.97,11.29,48
"개구리고기, 생것",16.1,0.4,0.7,-,75
"거위고기, 살코기, 생것",22.75,7.13,0,-,161
"거위고기, 살코기, 구운것",28.97,12.67,0,-,238
"거위 부산물, 간, 생것",16.37,4.28,6.32,-,133
"고래고기, 생것",26.50,0.50,0,0,111
"고래고기, 복부정육, 생것",22.0,22.5,0.3,-,306
"고래고기, 복부지육, 생것",25.5,37.6,0.3,-,463
"고래고기, 붉은살, 냉동",23.5,3.5,0,-,132
"고래고기, 붉은살, 염절임",24.4,6.2,0.1,-,162
"고래 부산물, 꼬리, 생것",28.4,18.0,0.2,-,290
"고래 부산물, 꼬리, 냉동",13.8,20.6,0.3,-,253
"꿩고기, 숫꿩, 생것",27.5,0.8,0,-,124
"꿩고기, 암꿩, 생것",27.2,0.6,0,-,120
"닭고기, 살코기, 생것",24.0,1.4,0.1,-,115
"닭고기, 살코기, 삶은것",27.8,2.6,0.1,-,142
"닭고기, 구운것",27.8,12.6,2.8,-,247
"닭고기, 살코기, 튀긴것(튀김옷)",22.54,17.35,9.42,0,289
"닭고기, 전체, 튀긴것",23.9,17.1,6.1,-,274
"닭고기, 가슴, 생것",22.97,0.97,0,0,106
"닭고기, 가슴, 삶은것",28.09,0.93,0,0,127
"닭고기, 가슴, 구운것(팬)",35.47,1.48,0,0,164
"닭고기, 가슴, 튀긴것(튀김옷)",21.0,9.7,20.2,-,252
"닭고기, 날개, 생것",18.78,10.53,0,0,178
"닭고기, 날개, 삶은것",25.10,13.54,0,0,233
"닭고기, 날개, 구운것(오븐)",26.36,14.08,0,0,244
"닭고기, 날개, 튀긴것(튀김옷)",19.87,21.81,10.94,-,324
"닭고기, 다리(넓적다리), 생것",18.59,11.83,0,0,190
"닭고기, 다리(넓적다리), 삶은것",25.14,13.18,0,0,230
"닭고기, 다리(넓적다리), 구운것(팬)",26.33,13.53,0,0,238
"닭고기, 다리(넓적다리), 튀긴것(튀김옷)",21.61,16.53,9.08,-,277
"닭고기, 다리(아랫다리), 생것",19.41,7.67,0,0,154
"닭고기, 다리(아랫다리), 삶은것",24.34,9.17,0,0,189
"닭고기, 다리(아랫다리), 구운것(오븐)",28.88,9.92,0,0,215
"닭고기, 다리(아랫다리), 튀긴것(튀김옷)",21.95,15.75,8.28,-,268
"닭고기, 목, 생것",15.05,29.58,0,0,342
"닭고기, 목, 튀긴것(튀김옷)",19.82,23.52,8.70,-,330
"닭고기, 성계, 생것",19.0,10.6,0.1,-,180
"닭고기, 영계, 삶은것",26.1,15.0,0,-,251
"닭고기, 오골계, 생것",19.0,6.1,0.1,-,138
"닭고기, 토종, 생것",22.0,2.6,0.2,-,118
"닭고기, 토종, 살코기",20.0,1.3,2.8,-,108
"닭고기, 토종, 껍질",12.6,31.6,0,-,351
"닭고기, 토종, 가슴",23.1,0.7,0.5,-,106
"닭고기, 토종, 날개",20.4,3.5,0.8,-,122
"닭고기, 토종, 다리",18.9,4.9,0.9,-,130
"닭 부산물, 간, 생것",18.8,3.9,0.1,-,116
"닭 부산물, 간, 삶은것",24.46,6.51,0.87,0,167
"닭 부산물, 모래주머니, 생것",16.87,1.41,0,0,84
"닭 부산물, 모래주머니, 구운것(오븐)",26.78,2.00,0,0,132
"닭 부산물, 심장, 생것",15.55,9.33,0.71,-,153
"닭 부산물, 심장, 삶은것",26.41,7.92,0.10,-,185
"닭 부산물, 닭발, 삶은것",19.40,14.60,0.20,0,215
닭 육수,1.3,0.7,0,-,12
닭뼈 육수,0.9,0.4,Tr,-,7
닭꼬치,16.5,12.2,19.1,-,252
"돼지고기, 살코기, 생것",19.45,12.84,0,0,203
"돼지고기, 갈비, 생것",17.77,17.06,0,0,236
"돼지고기, 갈비, 삶은것",26.51,19.54,0,0,296
"돼지고기, 갈비, 구운것(팬)",24.83,17.59,0,0,270
"돼지고기, 뒷다리, 생것",20.88,4.97,0,0,135
"돼지고기, 뒷다리, 삶은것",30.63,8.70,0,0,211
"돼지고기, 뒷다리, 구운것(팬)",30.21,8.93,0,0,212
"돼지고기, 뒷다리(도가니살), 생것",21.29,4.23,0,0,130
"돼지고기, 뒷다리(뒷사태살), 생것",20.51,5.11,0,0,135
"돼지고기, 뒷다리(보섭살), 생것",21.13,5.14,0,0,138
"돼지고기, 뒷다리(볼기살), 생것",20.79,4.81,0,0,133
"돼지고기, 뒷다리(설깃살), 생것",20.90,5.39,0,0,139
"돼지고기, 뒷다리(홍두깨살), 생것",20.03,5.44,0,0,136
"돼지고기, 등심, 생것",23.33,4.58,0,0,142
"돼지고기, 등심, 삶은것",35.08,5.94,0,0,204
"돼지고기, 등심, 구운것(팬)",32.06,5.18,0,0,184
"돼지고기, 등심(등심살), 생것",24.03,3.60,0,0,135
"돼지고기, 등심(등심덧살), 생것",17.51,13.74,0,0,203
"돼지고기, 등심(알등심살), 생것",22.90,5.13,0,0,145
"돼지고기, 목심, 생것",17.21,16.36,0,0,227
"돼지고기, 목심, 삶은것",25.43,18.56,0,0,282
"돼지고기, 목심, 구운것(팬)",24.06,17.23,0,0,264
"돼지고기, 사태, 생것",19.78,7.72,0,0,156
"돼지고기, 사태, 삶은것",29.14,8.46,0,0,203
"돼지고기, 사태, 구운것(팬)",28.47,9.74,0,0,212
"돼지고기, 삼겹살, 생것",13.90,33.31,0,0,372
"돼지고기, 삼겹살, 삶은것",19.58,36.64,0,0,427
"돼지고기, 삼겹살, 구운것(팬)",22.78,41.20,0,0,484
"돼지고기, 삼겹살(갈매기살), 생것",17.92,12.16,0,0,190
"돼지고기, 삼겹살(등갈비), 생것",17.88,17.19,0,0,237
"돼지고기, 삼겹살(삼겹살), 생것",13.27,35.70,0,0,392
"돼지고기, 삼겹살(오돌삼겹), 생것",17.12,26.89,0,0,325
"돼지고기, 삼겹살(토시살), 생것",20.46,5.82,0,0,141
"돼지고기, 안심, 생것",22.21,3.15,0,0,123
"돼지고기, 안심, 삶은것",32.32,4.31,0,0,177
"돼지고기, 안심, 구운것(팬)",30.23,4.76,0,0,172
"돼지고기, 앞다리, 생것",20.21,7.87,0,0,159
