식품명,단백질(g),지방(g),탄수화물(g),당류(g),에너지(kcal)
"갈치, 생것",18.5,7.5,0.1,-,149
"갈치, 동갈치, 생것",19.8,1.3,0.4,-,97
"갈치, 동동갈치, 생것",20.0,3.9,0,-,121
"갈치, 얼간",26.3,8.1,0.1,-,188
"갈치, 젓갈",8.6,3.2,28.2,-,176
"강달이, 눈강달이, 생것",17.0,3.9,0.1,-,109
"강달이, 눈강달이, 젓갈",14.0,5.1,0,-,102
"게르치, 생것",20.8,7.5,0,-,158
"게르치, 삶은것",22.2,8.4,Tr,-,161
"고등어, 생것",20.2,10.4,0,-,183
"고등어, 남해, 생것",21.06,13.34,0,0,214
"고등어, 서해, 생것",20.26,21.23,0,0,285
"고등어, 삶은것",22.6,22.6,0.3,-,253
"고등어, 구운것",25.2,22.4,0.4,-,264
"고등어, 반건조",18.7,28.5,0.2,-,303
"고등어, 자반고등어",18.99,16.14,6.36,0,258
"고등어, 통조림",15.60,4.46,0,0,103
"고등어, 통조림, 고형물",23.47,7.14,0.64,0,161
"괴도라치, 생것",17.2,0.1,-,-,74
"군평선이, 생것",18.5,2.6,0.2,-,103
"기름종개, 생것",17.5,3.3,0.5,-,107
"까나리, 생것",16.0,4.8,0.3,-,114
"까나리, 삶아서 말린것",43.1,6.1,1.5,-,218
"까나리, 액젓",7.16,0.01,0.27,0.03,30
"꺽저기, 생것",19.5,1.0,0.1,-,92
"꼬치고기, 생것",20.5,0.8,0.7,-,97
"꼼치, 생것",16.4,0.1,0,-,70
"꽁치, 생것",22.7,4.7,0.4,-,142
"꽁치, 구운것",23.3,22.8,0.2,-,281
"꽁치(과메기), 동건품",32.1,29.9,0.9,-,421
"꽁치, 염장",20.1,9.8,0.2,-,178
"꽁치, 통조림",13.12,6.76,0,0,113
"꽁치, 통조림, 고형물",20.31,10.67,2.64,0,188
"꽁치, 통조림, 조미",19.0,10.3,2.4,-,178
"날치, 생것",22.2,0.5,0.1,-,99
"날치, 염장",26.4,1.3,-,-,124
"날치, 알, 생것",10.2,2.2,8.3,-,94
"납지리, 생것",17.5,1.2,0.1,-,86
"넙치(광어), 생것",22.36,3.28,0,0,125
"넙치(광어), 껍질, 생것",29.3,4.7,0,-,168
"네동가리, 생것",19.2,0.1,0.1,-,82
"노랑촉수, 생것",7.1,19.5,8.3,-,248
"노래미, 생것",17.5,1.3,0.8,-,89
"노래미, 줄노래미, 생것",17.5,1.2,0,-,85
"노래미, 쥐노래미, 생것",21.0,3.0,0.5,-,119
"놀래기, 생것",19.2,2.8,0,-,107
"놀래기, 사랑놀래기, 생것",20.3,1.9,0,-,104
"놀래기, 용치놀래기, 생것",19.3,0.2,0.4,-,85
"놀래기, 황놀래기, 생것",18.9,1.9,0.1,-,98
"농어, 생것",18.2,1.9,0.2,-,96
"농어, 구운것",23.63,2.56,0,-,124
"농어, 점농어, 생것",18.5,5.2,0.4,-,129
"누치, 생것",17.3,3.0,0.8,-,105
"눈볼대, 생것",22.3,5.3,0,-,144
"눈퉁멸, 생것",18.5,6.2,0.4,-,138
"눈퉁멸, 포, 말린것",58.6,5.4,11.1,-,344
"능성어, 생것",18.8,1.3,0.3,-,93
"다금바리, 생것",19.3,1.9,0.1,-,100
"다랑어, 가다랑어, 생것",25.9,1.8,0.3,-,127
"다랑어, 가다랑어 육수",0.4,Tr,0,-,2
"다랑어, 가다랑어, 통조림, 유지",22.31,10.60,0,0,185
"다랑어, 참다랑어, 생것",23.99,8.09,0,-,177
"다랑어, 참다랑어, 붉은살, 생것",26.4,1.4,0.1,-,115
"다랑어, 참다랑어, 지방육, 생것",20.1,27.5,0.1,-,308
"다랑어, 참다랑어, 구운것",29.91,6.28,0,-,184
"다랑어, 참다랑어, 냉동",24.5,1.0,0.1,-,113
참다랑어 샐러드,16.04,9.26,9.41,-,187
"다랑어, 황다랑어, 생것",23.9,1.3,0.2,-,114
"달강어, 생것",19.7,4.0,0.1,-,121
"달고기, 생것",19.1,1.4,0.7,-,97
"대구, 생것",19.5,0.3,0.3,-,86
"대구, 수컷, 생것",18.20,0.43,0,0,81
"대구, 암컷, 생것",15.42,0.32,0,0,68
"대구, 구운것",25.2,0.2,0.2,-,103
"대구, 말린것",56.0,2.0,0.3,-,256
"대구, 냉동",18.0,0.5,0.1,-,81
"대구, 소금에 절여 반건조",45.1,1.1,0,-,201
"대구, 염장",20.0,0.7,0.1,-,91
"대구, 포, 말린것",65.4,3.0,1.8,-,312
"대구 튀김, 냉동",13.7,0.8,11.1,-,106
"대구, 내장, 생것",15.0,2.3,0.1,-,85
"대구, 알, 생것",23.4,1.6,0.2,-,109
"대구, 젓갈",14.7,0.4,0,-,62
"대구, 아가미, 젓갈",14.4,1.3,0.6,-,72
"대구, 빨간대구, 생것",12.6,4.3,0.7,-,97
"대구, 은대구, 생것",13.1,7.9,0,-,130
"대구횟대, 생것",19.5,0.9,0.5,-,93
"대두어(흑연), 생것",17.5,2.1,0.5,-,96
"도다리, 생것",17.6,0.2,0.5,-,78
"도도바리, 생것",19.4,1.2,0.5,-,95
"도루묵, 생것",16.0,4.6,0.5,-,113
"도루묵, 소금에 절여 말린것",44.8,9.8,0.2,-,282
"도치, 생것",7.2,3.0,0.9,-,62
"독가시치, 생것",20.3,1.2,0,-,97
"돔, 각시돔, 생것",20.1,0.6,0,-,90
"돔, 감성돔, 생것",18.8,2.3,0.1,-,101
"돔, 강담돔, 생것",18.9,1.4,0,-,93
"돔, 구갈돔, 생것",20.4,0.3,0,-,89
"돔, 금눈돔, 생것",18.5,4.5,0.3,-,122
"돔, 꼽새돔, 생것",19.0,2.3,0.1,-,102
"돔, 도화돔, 생것",21.3,4.3,0,-,130
"돔, 독돔, 생것",20.8,0.9,0.2,-,97
"돔, 돌돔, 생것",17.8,1.0,0.4,-,86
"돔, 백미돔, 생것",21.0,1.2,0.4,-,102
"돔, 범돔, 생것",19.5,1.1,0.4,-,94
"돔, 벵에돔, 생것",20.2,1.4,0,-,98
"돔, 뿔돔, 생것",18.0,2.2,0,-,97
"돔, 샛돔, 생것",16.3,5.5,0.2,-,121
"돔, 실꼬리돔, 생것",19.8,2.5,0.1,-,107
"돔, 실붉돔, 생것",17.8,2.7,0,-,101
"돔, 어름돔, 생것",19.5,1.2,0,-,94
"돔, 옥돔, 생것",18.1,0.2,0.9,-,82
"돔, 옥돔, 삶은것",20.7,4.0,Tr,-,113
"돔, 옥돔, 구운것",22.5,2.6,Tr,-,110
"돔, 옥돔, 반건조",19.5,2.3,0,-,104
"돔, 육동가리돔, 생것",18.6,2.6,0,-,103
"돔, 자리돔, 생것",19.5,0.4,0.4,-,88
"돔, 참돔, 생것",18.4,0.1,0.8,-,82
"돔, 참돔, 삶은것",22.2,11.9,0.1,-,182
"돔, 참돔, 구운것",22.7,12.0,0.1,-,186
"돔, 참돔, 껍질, 생것",16.6,12.5,0,-,188
"돔, 호박돔, 생것",20.3,0.5,0,-,90
"돔, 혹돔, 생것",18.5,1.7,0.4,-,96
"돔, 황돔, 생것",20.2,1.7,0.3,-,102
"돔, 황줄돔, 생것",19.3,1.6,0,-,97
"동사리, 생것",16.9,1.0,0,-,81
"동자개(빠가사리), 생것",15.7,1.6,0,-,81
"둑중개, 생것",15.0,4.2,0.2,-,104
"둑중개, 삶은것",15.8,5.8,0.2,-,108
"둑중개, 조린것",29.4,5.5,33.8,-,293
"드렁허리, 생것",17.9,1.7,0,-,92
"등가시치, 생것",18.5,0.1,-,-,79
"만새기, 생것",21.3,1.9,Tr,-,100
"망둑어(풀망둑), 생것",16.4,0.7,0.3,-,77
"매퉁이, 생것",20.8,0.5,0.1,-,93
"메기, 생것",15.1,5.3,0.1,-,114
"메기, 물메기, 생것",16.4,0.9,0.1,-,78
"메기, 붉은메기, 생것",18.2,0.7,0,-,83
"멸치, 생것",17.7,5.4,0.3,-,127
"멸치, 대멸치, 삶아서 말린것",59.31,5.45,0,-,302
"멸치, 중멸치, 삶아서 말린것",49.69,3.30,1.07,0,245
"멸치, 잔멸치, 삶아서 말린것",42.94,4.59,0.32,0,226
"멸치 볶음, 멸치풋고추볶음",23.3,11.2,17.0,-,262
"멸치 볶음, 잔멸치볶음",31.0,12.6,26.2,-,342
멸치 육수,0.1,0,0,-,0
"멸치, 액젓",6.53,0.02,1.13,0.11,31
"멸치, 젓갈",14.0,6.3,0,-,118
"멸치, 통조림, 유지",9.7,14.6,0,-,170
"명태, 생것",17.5,0.7,0,-,80
"명태, 구운것",23.48,1.18,0,0,111
"명태, 노가리, 말린것",74.3,3.8,0.3,-,351
"명태, 동태, 냉동",15.9,0.5,0.1,-,72
"명태, 먹태, 포, 말린것",82.7,2.4,0,-,372
"명태, 북어, 말린것",73.18,3.09,0.32,0,339
"명태, 코다리, 반건조",61.7,3.1,0,-,290
"명태, 코다리, 반건조, 구운것",25.2,0.5,0,-,111
"명태, 황태, 포, 말린것",79.0,0.4,2.8,-,349
"명태, 포, 조미하여 말린것",43.9,1.5,29.2,-,306
"명태, 내장, 양념젓갈(창난젓)",10.83,1.20,22.22,14.37,143
"명태, 알, 생것",20.5,3.0,2.7,-,120
"명태, 알, 양념젓갈(명란젓)",22.38,3.01,4.52,2.13,135
"모래무지, 생것",15.7,1.1,0,-,77
"몽치다래, 생것",24.1,5.9,0.5,-,159
"문절망둑, 생것",18.7,1.1,0.3,-,90
"문절망둑, 장조림",28.3,2.1,29.0,-,248
"물치다래, 생것",23.4,7.3,0.1,-,168
"미꾸리, 생것",16.2,2.8,0.2,-,96
"미꾸리, 삶은것",17.1,1.2,Tr,-,76
"민달고기, 생것",20.3,1.0,0.1,-,95
"민어, 생것",18.0,0.8,0.5,-,86
"민어, 구운것",23.4,0.8,Tr,-,100
"민어, 튀긴것(빵가루)",18.20,12.67,7.54,-,221
"민어, 암치, 조미하여 말린것",39.8,1.5,35.2,-,314
"민어, 알, 염장",35.1,15.9,0,-,284
"민태, 생것",15.2,2.5,0,-,88
"박대, 생것",19.2,0.7,0.6,-,90
"박대, 말린것",25.6,2.2,0.9,-,132
"박대, 반건조",21.4,1.4,0.1,-,104
"방어, 생것",21.7,0.8,0.4,-,101
"방어, 구운것",26.2,20.4,0.3,-,260
"방어, 통조림, 훈제",27.2,22.4,0.5,-,312
"방어, 양식, 어린것, 생것",20.7,17.2,0.3,-,217
"방어, 자연산, 어린것, 생것",21.0,8.0,0.3,-,165
"백연, 생것",19.0,0.8,0.3,-,89
"밴댕이, 생것",16.3,16.5,0.2,-,225
"밴댕이, 삶아서 말린것",48.2,10.3,0.5,-,302
"밴댕이, 젓갈",16.3,4.9,0.6,-,117
"뱅어, 생것",13.3,1.1,0.3,-,68
"뱅어, 말린것",56.1,7.9,0,-,311
"뱅어, 포, 말린것",60.4,11.0,1.2,-,363
"베도라치, 생것",20.7,1.9,-,-,105
"베도라치, 그물베도라치, 생것",22.0,1.2,0.7,-,107
"베도라치, 장어베도라치, 생것",19.3,5.4,0.7,-,135
"베로치, 생것",19.5,0.4,0,-,86
"베스, 생것",18.2,0.4,0.1,-,81
"벤자리, 생것",17.0,5.3,0.3,-,123
"벤자리, 노랑벤자리, 생것",17.3,2.1,0.2,-,94
"병어, 생것",16.4,6.3,0.3,-,130
"보구치, 생것",19.3,3.9,0.3,-,119
"보리멸, 생것",19.5,1.1,0,-,93
"보리멸, 냉동",19.6,1.5,0.3,-,98
"복어, 검복, 생것",21.5,0.3,0.1,-,94
"복어, 검복, 조미하여 말린것",47.7,2.3,17.6,-,282
"복어, 국매리복, 생것",20.7,0.3,0.2,-,91
"복어, 까치복, 생것",19.3,0.2,0.5,-,85
"복어, 까칠복, 생것",19.3,0.3,0.1,-,85
"복어, 매리복, 생것",19.8,0.3,0.4,-,88
"복어, 밀복, 생것",17.3,0.7,0.1,-,80
"복어, 자주복, 생것",18.8,0.2,0.4,-,83
"복어, 졸복, 생것",18.9,0.1,0.5,-,83
"복어, 흰점복, 생것",15.9,0.5,0,-,72
"볼기우럭, 생것",18.7,5.3,0,-,129
"볼락, 생것",19.3,1.0,0.6,-,93
"볼락, 구운것",22.23,1.62,0,0,109
"볼락, 개볼락, 생것",19.1,0.7,0.1,-,88
"볼락, 누루시볼락, 생것",22.4,5.8,0,-,149
"볼락, 불볼락, 생것",18.6,4.6,0.7,-,125
"볼락, 우럭볼락, 생것",18.3,1.1,0.1,-,88
"볼락, 조피볼락(우럭), 생것",18.41,2.26,0,0,92
"볼락, 탁자볼락, 생것",19.7,0.1,0.3,-,85
"볼락, 황점볼락, 생것",21.3,1.3,0,-,102
"부세, 생것",17.2,3.4,0,-,105
"부시리, 생것",22.3,1.5,0.1,-,109
"부치, 빨강부치, 생것",15.8,0.5,0,-,71
"붉바리, 생것",21.0,1.1,0.1,-,99
"붕어, 생것",18.1,1.8,0.1,-,94
"붕어, 삶은것",15.7,4.4,28.6,-,225
"붕어, 구운것",18.0,4.4,14.4,-,177
"붕어, 참붕어, 생것",16.4,5.1,0.1,-,118
"블루길, 생것",17.8,0.8,0.2,-,83
"빙어, 생것",18.4,0.8,0,-,85
"빙어, 삶아서 말린것",34.2,4.7,0,-,189
"빙어, 장조림",26.7,5.1,27.0,-,261
"빙어, 바다빙어, 생것",17.4,1.9,0.1,-,92
"빙어, 바다빙어, 구운것(오븐)",22.60,3.10,0,-,124
"산천어, 생것",20.3,3.3,0.1,-,117
"살살치, 생것",15.5,0.2,0.6,-,70
"삼세기, 생것",18.6,1.8,0.5,-,97
"삼치, 생것",20.08,2.93,0,0,112
"삼치, 구운것",23.6,10.8,0.1,-,184
"삼치, 줄삼치, 생것",24.6,3.1,0.2,-,134
"삼치, 평삼치, 생것",17.9,4.8,0,-,121
"삼치, 젓갈",22.7,1.1,0,-,101
"상어, 가래상어, 생것",22.2,0.5,0.1,-,99
"상어, 곱상어, 생것",16.2,10.0,0.3,-,164
"상어, 까치상어, 생것",24.1,0.7,0.9,-,112
"상어, 돔발상어, 생것",17.9,1.0,0,-,85
"상어, 두툽상어, 생것",21.4,0.3,0.3,-,94
"상어, 망상어, 생것",18.9,0.9,0.2,-,89
"상어, 모조리상어, 생것",21.7,1.7,-,-,108
"상어, 별상어, 생것",23.5,0.3,0.3,-,103
"상어, 악상어, 생것",13.4,24.2,-,-,284
"상어, 은상어, 생것",22.9,0.5,-,-,101
"상어, 청새리상어, 생것",18.5,2.4,0.1,-,101
"상어, 흉상어, 생것",23.5,1.4,-,-,112
"상어, 지느러미, 생것",80.7,0,0,-,341
"상어, 알, 생것",25.0,23.5,0.5,-,314
"새다래, 생것",18.9,2.6,-,-,104
"샛멸, 생것",19.5,0.6,Tr,-,82
"서대, 각시서대, 생것",18.4,1.8,0.2,-,95
"서대, 궁제기서대, 생것",18.9,1.2,0.1,-,91
"서대, 참서대, 생것",18.6,0.4,0.5,-,84
"성대, 생것",19.9,1.0,0.2,-,94
"성대, 별성대, 생것",19.3,1.0,0,-,91
"성대, 별쭉지성대, 생것",19.2,5.1,0,-,129
"송어, 생것",21.0,3.4,0.1,-,121
"송어, 염장",36.0,8.4,0.8,-,234
"송어, 젓갈",24.8,6.3,0,-,156
"송어, 통조림",18.2,8.8,0,-,152
"송어, 무지개송어, 생것",21.1,3.9,0.1,-,126
"송어, 무지개송어, 구운것",22.92,5.82,0,-,150
"송어, 무지개송어, 냉동",20.0,8.0,0.3,-,161
"숭어, 생것",21.7,1.5,0.4,-,107
"숭어, 구운것",24.81,4.86,0,-,150
"숭어, 알, 소금에 절여 말린것",40.4,28.9,0.3,-,353
"쌍동가리, 생것",20.8,1.4,0,-,101
"쌍뿔달재, 생것",16.9,0.4,0.1,-,75
"쏘가리, 생것",17.2,4.1,0,-,111
"쏘가리, 냉동",21.2,3.7,0.1,-,125
"쏨뱅이, 생것",19.9,0.6,0.1,-,90
"쑤기미, 생것",18.5,0.4,0.5,-,84
"쑥감펭, 생것",19.0,0.3,0,-,83
"아귀, 생것",14.1,0.2,0.5,-,63
"아귀, 간, 생것",10.4,39.0,5.2,-,431
"아귀, 황아귀, 생것",16.3,0.2,0.1,-,71
"아홉동가리, 생것",19.8,2.3,0.1,-,106
"애꼬치, 생것",18.9,7.2,0.1,-,137
"애꼬치, 구운것",23.3,4.9,0.1,-,134
"양미리, 생것",21.5,3.4,0,-,123
"양미리, 말린것",29.9,8.5,1.2,-,211
"양태, 생것",20.0,0.2,0.1,-,87
"양태, 꽁지양태, 생것",16.5,0.6,0.6,-,78
"양태, 눈양태, 생것",20.1,0.5,0.1,-,90
"양태, 도화양태, 생것",16.9,0.5,0.3,-,77
"양태, 돛양태, 생것",18.5,0.1,0.6,-,81
어묵,11.44,4.49,20.69,3.54,169
어묵 국물,0.09,0.15,0.40,0.26,3
"어묵, 게맛살 첨가",10.8,0.8,15.2,-,112
"어묵, 구운것",15.4,1.7,15.6,-,141
"어묵, 찐어묵",9.75,1.09,16.53,1.78,115
어묵국,3.1,0.8,5.7,-,42
어육소시지,9.01,7.45,17.75,-,174
"얼룩통구멍, 생것",18.2,0.5,0,-,82
"여덟동가리, 생것",19.2,3.1,0,-,110
"연어, 생것",20.6,1.9,0.2,-,106
"연어, 생것, 소금첨가",22.8,6.1,0.1,-,138
"연어, 구운것, 소금첨가",29.3,7.9,0.1,-,177
"연어, 훈제",23.48,11.96,0.19,0.07,212
"연어, 통조림",16.29,11.27,0.31,0,168
"연어, 통조림, 고형물",16.36,12.32,2.85,0.08,188
"연어, 알, 생것",25.0,15.0,0.8,-,238
"연어, 알, 염장",27.3,13.6,3.4,-,245
"연어, 은연어, 생것",21.7,1.4,0.2,-,106
"연어, 홍연어, 생것",22.5,4.5,0.1,-,127
"연어, 홍연어, 구운것",28.5,6.0,0.1,-,163
"연어, 홍연어, 훈제",25.7,5.5,0.1,-,143
"열쌍동가리, 생것",18.3,0.9,0.1,-,86
"우각바리, 생것",19.0,1.2,0,-,91
"웅어, 생것",15.9,10.8,0,-,169
"은어, 생것",16.7,4.5,0.2,-,114
"은어, 구운것",26.6,6.8,0.1,-,149
"은어, 내장, 생것",9.5,17.5,0.3,-,180
"은어, 내장, 구운것",23.0,10.1,0.4,-,161
"은어, 양식, 생것",17.8,7.9,0.6,-,138
"은어, 양식, 구운것",22.6,15.1,0.8,-,202
"은어, 양식, 내장, 생것",7.4,55.0,0.3,-,485
"은어, 양식, 내장, 구운것",15.2,52.3,0.4,-,500
"은어, 내장, 젓갈",11.4,8.5,0.8,-,125
"인상어, 생것",21.8,4.2,0.4,-,133
"임연수어, 생것",19.6,7.1,0.5,-,152
"임연수어, 반건조",20.6,9.4,0.1,-,161
"임연수어, 염장",17.6,13.1,0.2,-,198
"잉어, 생것",17.5,4.0,0.3,-,113
"잉어, 삶은것",19.2,13.4,0.2,-,190
"잉어, 내장, 생것",9.0,25.9,1.3,-,258
"장갱이, 생것",19.1,1.0,0,-,90
"장문볼락, 생것",15.7,2.1,0.2,-,87
"장문볼락, 구운것",18.51,1.87,0,0,96
"장어, 갯장어, 생것",17.9,9.9,0.4,-,170
"장어, 먹장어, 생것",16.9,6.0,0.4,-,129
"장어, 뱀장어, 생것",14.4,17.1,0.3,-,223
"장어, 뱀장어, 구운것",23.65,14.95,0,-,236
"장어, 뱀장어, 조미, 구운것",30.4,14.2,0,-,249
"장어, 뱀장어, 간, 생것",12.2,6.3,22.3,-,197
"장어, 붕장어, 생것",17.4,6.4,0.3,-,135
"장어, 붕장어, 냉동",19.0,8.0,0.5,-,158
"장어, 붕장어, 뼈, 튀긴것",14.8,41.3,31.2,-,556
"장어, 칠성장어, 생것",21.0,18.0,0.3,-,259
"장어, 칠성장어, 말린것",33.3,29.0,0.5,-,415
"장어, 양념, 구운것",20.5,20.4,5.9,-,289
"전갱이, 생것",20.7,4.8,0.1,-,133
"전갱이, 삶은것",22.4,5.9,0.1,-,136
"전갱이, 구운것",25.9,6.4,0.1,-,157
"전갱이, 냉동",20.0,3.5,0.3,-,119
"전갱이, 소금에 절여 말린것",46.0,6.9,0.7,-,262
"전갱이, 조미반건조",20.2,8.8,0.1,-,150
"전갱이, 조미반건조, 구운것",24.6,12.3,0.1,-,194
"전갱이, 통조림, 조미",14.7,0.1,17.9,-,131
"전갱이 튀김, 냉동",16.1,2.3,14.8,-,144
"전갱이, 어린것, 생것",19.9,1.5,0.3,-,99
"전갱이, 갈전갱이, 생것",19.6,3.0,0.1,-,111
"전갱이, 줄전갱이, 생것",24.0,1.1,0.1,-,112
"전어, 생것",19.2,2.7,0.2,-,107
"전어, 젓갈",15.3,6.7,0.5,-,124
"점감펭, 생것",19.4,0.7,0.3,-,90
"점줄우럭, 생것",19.3,1.9,0.1,-,100
"점줄우럭, 구운것(오븐)",24.84,1.30,0,-,118
"정어리, 생것",20.0,9.1,0.2,-,171
"정어리, 삶은것",22.4,8.7,0.2,-,182
"정어리, 구운것",25.3,9.4,0.2,-,199
"정어리, 말린것",45.6,14.8,0.6,-,334
"정어리, 삶아서 말린것",24.5,2.1,0.1,-,113
"정어리, 소금에 절여 말린것",29.6,6.5,0.5,-,188
"정어리, 염장",23.3,5.7,0.2,-,153
"정어리, 통조림",19.3,4.8,0.3,-,122
"정어리, 통조림, 유지",21.7,20.0,0.3,-,268
"정어리, 통조림, 조미",16.5,5.9,0.4,-,121
"조기(참조기), 생것",19.02,4.04,0,0,118
"조기(참조기), 굴비, 소금에 절여 말린것",44.4,15.2,0.4,-,332
"조기(참조기), 젓갈",15.5,2.8,8.0,-,123
"준치, 생것",20.1,4.7,0,-,129
"준치, 강준치, 생것",18.7,1.1,0.2,-,90
"쥐치, 생것",19.1,0.1,0.3,-,83
"쥐치, 포, 말린것",41.8,2.3,34.3,-,339
"쥐치, 포, 냉동",18.0,4.0,0.3,-,115
"쥐치, 포, 조미하여 말린것",41.84,1.30,32.01,25.76,307
"쥐치, 말쥐치, 생것",17.30,7.62,0,0,145
"쥐치, 말쥐치, 조미하여 말린것",38.7,2.2,34.3,-,312
"참마자, 생것",17.7,1.5,0.3,-,90
"청새치, 생것",23.1,1.8,0.1,-,107
"청어, 생것",16.3,15.1,0.4,-,213
"청어, 말린것",44.5,24.0,1.0,-,418
"청어, 삶아서 말린것",18.7,4.7,0,-,123
"청어, 염장",17.5,9.0,0.2,-,159
"청어, 훈제",23.1,22.1,Tr,-,280
"청어, 알, 생것",19.6,2.4,0.5,-,102
"청어, 알, 말린것",65.2,13.6,0.5,-,358
"청어, 알, 염장",15.0,3.0,0.6,-,80
"초어, 생것",17.1,1.7,0.2,-,89
"통치, 생것",20.0,5.7,0.1,-,138
"투라치, 생것",18.1,0.1,0.5,-,79
"틸라피아, 생것",19.3,4.7,0.2,-,126
"푸렁통구멍, 생것",17.4,0.2,0.2,-,76
"풀반지, 생것",16.9,10.1,0.2,-,167
"피라미, 생것",18.5,2.8,0.2,-,105
"학공치, 생것",17.8,1.7,0.7,-,94
"학공치, 조미하여 말린것",59.1,2.0,17.7,-,325
"향어, 생것",18.4,8.7,0.1,-,158
"홍감펭, 생것",16.7,3.9,0.2,-,108
"홍어, 생것",19.6,0.5,0,-,87
"홍치, 생것",18.9,1.4,0.1,-,93
"황매퉁이, 생것",20.0,1.3,0.1,-,97
"황새치, 생것",17.0,1.0,0,-,81
"황새치, 구운것",23.45,7.93,0,0,172
"황새치, 젓갈",15.7,4.8,2.7,-,117
"황어, 생것",18.3,1.8,0.2,-,95
"횟대, 빨간횟대, 생것",17.1,0.1,0.3,-,74
"히메치, 생것",20.9,1.1,0,-,99
"가리비, 생것",15.18,1.73,0,0.22,80
"가리비, 삶은것",17.6,1.9,1.9,-,89
"가리비, 튀긴것(빵가루)",18.07,10.94,10.13,-,216
"가리비, 말린것",77.6,0.4,4.4,-,349
"가리비, 통조림",21.6,0.3,4.4,-,107
"가리비, 관자, 생것",16.9,0.3,3.5,-,82
"가리비, 관자, 삶아서 말린것",65.7,1.4,7.6,-,301
"가리비, 관자, 냉동",20.8,0.8,2.4,-,105
"가리비, 국자가리비, 생것",10.8,0.8,1.5,-,55
"가리비, 비단가리비, 생것",14.5,1.0,1.4,-,76
"가리비, 큰가리비, 생것",12.30,0.82,0,0.20,60
"각시수랑, 생것",15.0,0.3,0.9,-,70
"고둥, 갈색고리돼지고둥, 생것",16.1,0.7,4.3,-,92
"고둥, 갈색띠매물고둥, 생것",15.1,0.2,3.0,-,78
"고둥, 관절매물고둥(보라골뱅이), 생것",17.7,1.1,4.5,-,104
"고둥, 긴고둥(긴뿔고둥), 생것",17.2,2.7,4.8,-,118
"고둥, 나팔고둥, 생것",15.9,3.0,3.9,-,111
"고둥, 두드럭고둥, 생것",14.2,0.7,5.5,-,89
"고둥, 매끈이고둥, 생것",22.5,0.4,2.3,-,108
"고둥, 물레고둥, 생것",17.1,0.3,3.2,-,88
"고둥, 민허리돼지고둥, 생것",16.5,2.4,3.2,-,105
"고둥, 보말고둥, 생것",14.6,2.2,2.6,-,93
"고둥, 보말고둥, 삶은것",18.4,0.7,5.3,-,106
"고둥, 비단고둥, 생것",17.0,1.2,2.8,-,95
"고둥, 세고리물레고둥, 생것",15.0,0.1,2.4,-,74
"고둥, 위고둥, 생것",11.2,1.5,1.1,-,66
"고둥, 조각매물고둥, 생것",17.7,3.6,4.4,-,127
"고둥, 콩깍지고둥, 생것",19.7,0.5,3.0,-,100
"고둥, 털탑고둥, 생것",20.7,3.7,5.5,-,145
"고둥, 피뿔고둥, 생것",17.9,0.2,8.0,-,110
"굴, 석굴, 생것",8.9,1.2,3.7,-,64
"굴, 참굴, 생것",9.66,2.19,5.27,0.97,83
"굴, 참굴, 삶은것",9.9,3.6,7.1,-,90
"굴, 참굴, 양식, 생것",10.5,2.4,5.1,-,88
"굴, 참굴, 양념젓갈(어리굴젓)",8.6,2.7,8.1,-,91
"굴, 토굴, 생것",10.2,1.8,5.3,-,82
"굴, 냉동",10.0,3.6,5.1,-,97
"굴, 튀긴것(튀김옷)",8.77,12.58,11.62,-,199
"굴, 통조림",14.7,2.7,0,-,83
"굴, 통조림, 훈제",12.5,22.6,11.2,-,294
"꼬막, 생것",12.6,0.3,1.6,-,63
"꼬막, 새꼬막, 생것",12.29,1.11,2.87,0.88,74
"다슬기, 생것",11.9,1.2,5.7,-,85
"다슬기, 곳체다슬기, 생것",11.6,0.6,4.0,-,71
"다슬기, 띠구슬다슬기, 생것",16.9,0.6,9.8,-,117
"다슬기, 염주알다슬기, 생것",12.7,1.4,11.2,-,113
"다슬기, 좀주름다슬기, 생것",14.0,0.5,6.0,-,88
"다슬기, 주름다슬기, 생것",14.2,1.6,5.6,-,98
"다슬기, 참다슬기, 생것",12.3,0.4,4.9,-,76
"담치, 지중해담치, 생것",8.9,0.5,2.9,-,54
"담치, 진주담치, 생것",10.3,1.1,5.1,-,75
"담치, 진주담치, 구운것",23.80,4.48,7.39,-,172
"담치, 진주담치, 양식, 생것",11.9,1.7,4.4,-,84
"담치, 참담치(홍합), 생것",13.8,1.2,3.1,-,82
"담치, 참담치(홍합), 삶아서 말린것",56.1,10.2,14.1,-,391
"담치, 참담치(홍합), 통조림",15.8,2.3,1.3,-,89
"대수리, 생것",18.8,2.6,1.9,-,112
"대합, 북방대합, 생것",12.0,0.8,1.0,-,62
"동죽, 생것",11.8,1.6,0.9,-,69
"맛, 붉은맛(큰죽합), 생것",16.1,1.8,2.5,-,95
"바지락, 생것",12.27,0.93,3.20,0.75,74
"바지락, 양식, 생것",13.0,1.1,0.7,-,68
"바지락, 말린것",74.0,3.7,0,-,347
"바지락, 장조림",24.8,2.1,29.1,-,235
"바지락, 통조림",15.2,2.4,2.1,-,91
"바지락, 통조림, 조미",16.0,0.8,8.8,-,106
"바지락, 젓갈",8.5,1.0,1.5,-,51
"백합, 생것",11.7,1.0,3.6,-,74
"백합, 삶은것",14.9,1.5,2.9,-,79
